entityid,cluster
PA_BOACA_AGU_0001,0
PA_CARCO_AGU_0001,0
PA_CARCO_AGU_0002,0
PA_CARCO_AGU_0003,2
PA_CERVA_AGU_0001,0
PA_FROMI_AGU_0001,0
PA_FROMI_AGU_0002,0
PA_FROMI_AGU_0003,0
PA_ITEVE_AGU_0001,0
PA_LAGAR_AGU_0001,0
PA_LEDIG_AGU_0001,0
PA_MORAT_AGU_0001,0
PA_MORAT_AGU_0002,0
PA_POBCA_AGU_0001,0
PA_REVCA_AGU_0001,0
PA_SANMA_AGU_0001,0
PA_SANTO_AGU_0001,0
PA_TAMCA_AGU_0001,0
PA_VIECO_AGU_0001,0
PA_VIERO_AGU_0001,0
PA_VILSI_AGU_0001,1
